Last updated 01-02-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
10990,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Gold price - Key Currencies,,,,,,Gold price - Major consumer countries,,,,,,,,,,,,,Gold price - Major producer countries,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,National Currency Unit per troy ounce,,,,,,National Currency Unit per troy ounce,,,,,,,,,,,,,National Currency Unit per troy ounce,,,,
,,,,USD,EUR,JPY,GBP,CAD,CHF,INR,CNY,USD,TRY,SAR,IDR,AED,THB,VND,EGP,KRW,EUR,RUB,USD,ZAR,CNY,CAD,AUD
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Name,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
,,,2015/2/26,"1,208.3","1,077.5","144,222.8",784.2,"1,508.6","1,152.0","74,609.4","7,562.3","1,208.3","3,016.1","4,531.4","15,510,909.4","4,437.8","39,038.6","25,814,261.3","9,219.0","1,325,691.8","1,077.5","73,642.8","1,208.3","13,908.0","7,562.3","1,508.6","1,544.0"
,,,2015/2/27,"1,214.0","1,082.3","145,127.6",785.6,"1,515.9","1,150.9","75,031.3","7,611.3","1,214.0","3,053.2","4,552.8","15,690,950.0","4,458.7","39,248.6","25,915,865.0","9,262.9","1,332,425.5","1,082.3","75,042.5","1,214.0","14,146.7","7,611.3","1,515.9","1,550.9"
,,,2015/3/2,"1,212.5","1,083.0","145,663.7",789.2,"1,519.0","1,160.4","75,117.4","7,606.0","1,212.5","3,052.7","4,547.2","15,723,093.8","4,453.5","39,212.3","25,883,843.8","9,251.4","1,334,416.6","1,083.0","75,447.8","1,212.5","14,223.2","7,606.0","1,519.0","1,558.0"
,,,2015/3/3,"1,212.8","1,084.3","145,026.7",789.0,"1,510.8","1,164.3","75,072.3","7,609.2","1,212.8","3,073.7","4,548.2","15,723,910.1","4,454.4","39,220.3","25,889,180.6","9,253.3","1,329,719.7","1,084.3","75,330.0","1,212.8","14,264.9","7,609.2","1,510.8","1,548.6"
,,,2015/3/4,"1,199.5","1,083.8","143,538.2",785.5,"1,494.2","1,153.9","74,560.9","7,521.9","1,199.5","3,076.1","4,498.5","15,572,508.8","4,405.8","38,791.8","25,627,317.5","9,152.2","1,316,643.1","1,083.8","74,621.5","1,199.5","14,187.7","7,521.9","1,494.2","1,533.8"
,,,2015/3/5,"1,202.0","1,089.8","144,444.3",789.0,"1,500.8","1,168.3","74,776.4","7,532.0","1,202.0","3,133.0","4,507.9","15,613,980.0","4,415.0","38,986.9","25,668,710.0","9,171.3","1,323,762.4","1,089.8","73,099.6","1,202.0","14,188.3","7,532.0","1,500.8","1,545.9"
,,,2015/3/6,"1,175.8","1,082.5","142,436.2",780.6,"1,481.0","1,156.4","73,143.4","7,363.6","1,175.8","3,103.9","4,409.4","15,254,768.4","4,318.6","38,135.5","25,102,262.5","8,971.0","1,291,796.5","1,082.5","70,980.0","1,175.8","14,182.7","7,363.6","1,481.0","1,520.6"
,,,2015/3/9,"1,168.5","1,077.4","141,639.7",774.1,"1,472.1","1,153.5","73,083.8","7,320.0","1,168.5","3,042.7","4,382.1","15,248,925.0","4,292.0","38,034.7","24,953,317.5","8,915.7","1,299,547.2","1,077.4","70,548.2","1,168.5","14,127.2","7,320.0","1,472.1","1,514.5"
,,,2015/3/10,"1,162.0","1,085.2","140,863.4",770.4,"1,468.0","1,161.5","72,827.1","7,276.4","1,162.0","3,064.6","4,357.9","15,212,323.0","4,268.0","37,991.6","24,820,320.0","8,866.1","1,304,519.2","1,085.2","72,358.0","1,162.0","14,336.2","7,276.4","1,468.0","1,521.4"
,,,2015/3/11,"1,150.0","1,087.4","139,719.2",769.4,"1,467.7","1,158.4","72,237.2","7,201.6","1,150.0","2,999.4","4,313.1","15,169,075.0","4,224.0","37,863.7","24,558,250.0","8,774.6","1,295,475.0","1,087.4","71,456.1","1,150.0","14,119.7","7,201.6","1,467.7","1,516.9"
,,,2015/3/12,"1,152.3","1,085.3","139,739.1",773.0,"1,462.3","1,156.3","72,070.3","7,215.9","1,152.3","2,985.5","4,321.5","15,189,535.6","4,232.3","37,805.3","24,617,821.3","8,791.7","1,297,952.0","1,085.3","70,429.3","1,152.3","14,129.8","7,215.9","1,462.3","1,495.5"
,,,2015/3/13,"1,152.0","1,094.9","139,605.1",780.9,"1,474.9","1,158.0","72,553.0","7,210.9","1,152.0","3,034.0","4,320.7","15,200,640.0","4,231.4","37,923.8","24,641,280.0","8,789.8","1,300,147.0","1,094.9","71,043.8","1,152.0","14,370.5","7,210.9","1,474.9","1,509.8"
,,,2015/3/16,"1,150.8","1,087.8","139,591.7",777.5,"1,469.0","1,159.0","72,320.6","7,206.5","1,150.8","3,025.3","4,316.2","15,238,231.5","4,226.8","37,894.2","24,718,110.0","8,780.3","1,302,188.5","1,087.8","71,784.9","1,150.8","14,294.9","7,206.5","1,469.0","1,503.1"
,,,2015/3/17,"1,150.8","1,085.2","139,568.7",780.3,"1,469.3","1,155.6","72,164.1","7,192.1","1,150.8","3,004.6","4,316.2","15,155,377.5","4,226.8","37,871.2","24,712,356.3","8,780.3","1,299,081.6","1,085.2","70,961.0","1,150.8","14,263.0","7,192.1","1,469.3","1,511.5"
,,,2015/3/18,"1,147.3","1,077.9","138,708.3",781.2,"1,465.2","1,141.4","71,949.8","7,146.7","1,147.3","3,003.7","4,302.8","15,109,282.5","4,213.8","37,761.7","24,677,347.5","8,753.6","1,296,220.2","1,077.9","69,922.2","1,147.3","14,145.6","7,146.7","1,465.2","1,499.0"
,,,2015/3/19,"1,166.0","1,097.6","141,010.2",791.7,"1,486.0","1,157.0","72,918.7","7,224.7","1,166.0","3,037.9","4,373.1","15,198,810.0","4,282.8","38,174.8","25,051,510.0","8,896.6","1,302,596.8","1,097.6","69,648.1","1,166.0","14,370.1","7,224.7","1,486.0","1,530.5"
,,,2015/3/20,"1,183.1","1,096.0","142,279.6",792.9,"1,490.0","1,155.3","73,890.5","7,342.6","1,183.1","3,047.3","4,437.4","15,517,537.7","4,345.6","38,746.5","25,430,731.4","9,027.1","1,328,680.1","1,096.0","70,132.3","1,183.1","14,240.3","7,342.6","1,490.0","1,524.5"
,,,2015/3/23,"1,186.3","1,085.7","142,071.2",794.3,"1,484.7","1,147.0","73,861.9","7,373.7","1,186.3","3,022.2","4,449.1","15,444,381.9","4,357.0","38,606.5","25,534,031.3","9,051.2","1,322,253.5","1,085.7","69,686.3","1,186.3","14,128.2","7,373.7","1,484.7","1,511.7"
,,,2015/3/24,"1,191.5","1,092.5","142,890.6",801.3,"1,490.7","1,142.1","74,141.1","7,393.6","1,191.5","3,056.8","4,468.7","15,376,307.5","4,376.4","38,723.8","25,664,910.0","9,091.2","1,316,071.1","1,092.5","68,862.4","1,191.5","14,105.8","7,393.6","1,490.7","1,514.1"
,,,2015/3/25,"1,195.6","1,088.2","142,712.8",801.6,"1,496.0","1,145.1","74,581.5","7,427.7","1,195.6","3,076.0","4,484.3","15,526,059.7","4,391.4","38,928.7","25,711,374.9","9,122.5","1,315,936.9","1,088.2","68,866.5","1,195.6","14,173.2","7,427.7","1,496.0","1,521.6"
,,,2015/3/26,"1,203.2","1,101.9","143,210.9",810.7,"1,500.4","1,156.2","75,491.6","7,474.5","1,203.2","3,117.7","4,513.2","15,662,003.9","4,418.6","39,138.5","25,885,770.2","9,180.1","1,333,029.9","1,101.9","69,029.8","1,203.2","14,350.0","7,474.5","1,500.4","1,535.9"
,,,2015/3/27,"1,195.8","1,098.0","142,485.6",803.7,"1,504.2","1,146.1","74,701.5","7,433.6","1,195.8","3,118.3","4,485.0","15,622,473.8","4,391.8","38,981.4","25,750,476.3","9,123.6","1,319,390.4","1,098.0","69,091.9","1,195.8","14,369.6","7,433.6","1,504.2","1,542.5"
,,,2015/3/30,"1,185.5","1,094.7","142,254.1",800.8,"1,504.9","1,147.0","74,277.5","7,359.2","1,185.5","3,084.1","4,446.9","15,500,412.5","4,354.0","38,599.9","25,541,597.5","9,045.4","1,309,977.5","1,094.7","68,525.5","1,185.5","14,386.9","7,359.2","1,504.9","1,551.8"
,,,2015/3/31,"1,187.0","1,105.2","142,351.0",799.6,"1,503.3","1,152.9","74,283.9","7,358.9","1,187.0","3,082.0","4,452.6","15,520,025.0","4,359.7","38,625.0","25,585,785.0","9,056.9","1,316,917.1","1,105.2","68,997.0","1,187.0","14,382.0","7,358.9","1,503.3","1,553.8"
,,,2015/4/1,"1,197.0","1,112.7","143,197.1",808.0,"1,513.3","1,157.9","74,909.7","7,419.0","1,197.0","3,105.0","4,490.3","15,611,872.5","4,396.6","38,926.4","25,813,305.0","9,133.2","1,319,632.6","1,112.7","68,971.1","1,197.0","14,358.6","7,419.0","1,513.3","1,571.1"
,,,2015/4/2,"1,198.5","1,101.3","143,514.4",808.2,"1,507.3","1,147.6","75,003.6","7,427.1","1,198.5","3,103.2","4,495.8","15,583,496.3","4,402.2","38,939.3","25,875,615.0","9,144.6","1,312,956.8","1,101.3","67,907.0","1,198.5","14,344.9","7,427.1","1,507.3","1,581.8"
,,,2015/4/3,"1,198.5","1,101.3","143,514.4",808.2,"1,507.3","1,147.6","75,003.6","7,427.1","1,198.5","3,103.2","4,495.8","15,583,496.3","4,402.2","38,939.3","25,875,615.0","9,144.6","1,312,956.8","1,101.3","67,907.0","1,198.5","14,344.9","7,427.1","1,507.3","1,581.8"
,,,2015/4/6,"1,198.5","1,086.2","142,597.5",800.3,"1,491.4","1,139.2","74,576.7","7,427.1","1,198.5","3,073.3","4,495.9","15,530,762.3","4,402.2","38,939.3","25,881,607.5","9,144.6","1,300,312.5","1,086.2","66,498.8","1,198.5","14,024.9","7,427.1","1,491.4","1,563.8"
,,,2015/4/7,"1,211.0","1,115.1","145,701.5",814.2,"1,511.2","1,165.2","75,451.4","7,506.1","1,211.0","3,136.4","4,542.8","15,724,835.0","4,448.1","39,442.3","26,163,655.0","9,240.0","1,318,173.5","1,115.1","66,550.5","1,211.0","14,320.1","7,506.1","1,511.2","1,582.5"
,,,2015/4/8,"1,207.3","1,118.7","144,833.8",809.1,"1,512.6","1,166.2","75,157.3","7,488.8","1,207.3","3,131.2","4,528.3","15,639,923.8","4,434.3","39,296.0","26,082,636.3","9,211.4","1,317,049.3","1,118.7","65,160.7","1,207.3","14,296.7","7,488.8","1,512.6","1,568.4"
,,,2015/4/9,"1,194.8","1,118.9","143,776.2",810.8,"1,506.1","1,165.6","74,358.4","7,414.9","1,194.8","3,120.4","4,481.8","15,413,514.9","4,388.6","38,884.8","25,813,649.8","9,116.4","1,305,079.6","1,118.9","62,906.2","1,194.8","14,213.6","7,414.9","1,506.1","1,552.1"
,,,2015/4/10,"1,207.4","1,136.2","145,129.5",823.9,"1,518.9","1,182.6","75,217.9","7,495.2","1,207.4","3,170.4","4,528.8","15,592,923.4","4,434.7","39,323.4","26,084,793.6","9,212.1","1,319,210.7","1,136.2","62,715.8","1,207.4","14,451.3","7,495.2","1,518.9","1,571.7"
,,,2015/4/13,"1,198.9","1,134.0","144,305.6",818.8,"1,510.7","1,173.4","74,925.2","7,453.2","1,198.9","3,184.1","4,496.8","15,567,715.2","4,403.6","39,048.2","25,902,232.4","9,147.7","1,317,111.3","1,134.0","63,271.9","1,198.9","14,553.3","7,453.2","1,510.7","1,584.4"
,,,2015/4/14,"1,194.8","1,117.2","142,348.5",807.8,"1,489.0","1,157.7","74,665.9","7,421.6","1,194.8","3,185.0","4,480.9","15,508,452.4","4,388.4","38,913.0","25,806,600.0","9,116.0","1,307,116.0","1,117.2","61,301.4","1,194.8","14,308.6","7,421.6","1,489.0","1,562.4"
,,,2015/4/15,"1,192.9","1,124.4","142,318.9",807.9,"1,480.5","1,160.6","74,478.7","7,402.2","1,192.9","3,248.7","4,473.7","15,389,005.2","4,381.6","38,852.7","25,778,566.9","9,101.9","1,308,432.1","1,124.4","60,292.3","1,192.9","14,524.5","7,402.2","1,480.5","1,566.1"
,,,2015/4/16,"1,204.4","1,125.6","143,721.1",808.3,"1,473.4","1,157.5","75,023.5","7,463.0","1,204.4","3,258.0","4,516.8","15,483,121.7","4,423.6","39,045.0","26,018,172.1","9,189.3","1,311,295.9","1,125.6","60,185.2","1,204.4","14,494.7","7,463.0","1,473.4","1,549.9"
,,,2015/4/17,"1,203.4","1,116.9","143,276.8",804.5,"1,470.2","1,147.4","75,022.8","7,458.1","1,203.4","3,242.0","4,513.0","15,463,045.6","4,419.9","38,982.5","25,980,323.3","9,181.6","1,304,130.4","1,116.9","63,199.6","1,203.4","14,526.2","7,458.1","1,470.2","1,548.9"
,,,2015/4/20,"1,196.5","1,112.6","142,688.6",802.2,"1,459.3","1,142.0","75,241.9","7,420.1","1,196.5","3,233.7","4,487.2","15,422,885.0","4,394.8","38,736.7","25,823,461.3","9,129.4","1,291,382.2","1,112.6","63,451.9","1,196.5","14,496.0","7,420.1","1,459.3","1,548.7"
,,,2015/4/21,"1,195.3","1,112.8","142,886.1",800.6,"1,466.9","1,140.7","75,148.5","7,412.8","1,195.3","3,206.4","4,482.4","15,485,109.0","4,390.4","38,715.8","25,800,546.3","9,120.2","1,295,047.5","1,112.8","64,098.0","1,195.3","14,459.2","7,412.8","1,466.9","1,544.0"
,,,2015/4/22,"1,189.3","1,109.0","142,537.6",790.7,"1,457.1","1,148.4","74,756.2","7,367.4","1,189.3","3,229.8","4,459.9","15,341,325.0","4,368.2","38,478.2","25,671,150.5","9,074.0","1,283,973.7","1,109.0","62,886.0","1,189.3","14,535.6","7,367.4","1,457.1","1,532.3"
,,,2015/4/23,"1,185.8","1,097.8","141,892.8",787.7,"1,441.5","1,132.6","74,963.1","7,349.3","1,185.8","3,215.5","4,446.7","15,361,391.3","4,355.3","38,495.4","25,600,342.5","9,047.3","1,283,455.7","1,097.8","60,475.2","1,185.8","14,451.0","7,349.3","1,441.5","1,526.6"
,,,2015/4/24,"1,183.0","1,088.8","140,771.1",780.1,"1,439.7","1,127.2","75,224.0","7,328.7","1,183.0","3,218.4","4,436.4","15,283,768.5","4,345.2","38,500.7","25,546,885.0","9,026.4","1,276,930.1","1,088.8","60,624.9","1,183.0","14,374.9","7,328.7","1,439.7","1,512.0"
,,,2015/4/27,"1,200.0","1,102.6","142,974.0",789.0,"1,451.8","1,143.7","76,218.0","7,464.7","1,200.0","3,229.2","4,500.5","15,576,000.0","4,407.7","39,228.0","25,908,000.0","9,156.1","1,287,600.0","1,102.6","62,195.9","1,200.0","14,418.3","7,464.7","1,451.8","1,525.6"
,,,2015/4/28,"1,209.0","1,100.9","143,653.4",789.0,"1,454.4","1,149.9","76,318.1","7,502.7","1,209.0","3,208.5","4,533.9","15,692,820.0","4,440.7","39,419.4","26,102,310.0","9,224.7","1,293,750.7","1,100.9","62,344.8","1,209.0","14,319.9","7,502.7","1,454.4","1,510.6"
,,,2015/4/29,"1,209.0","1,084.3","143,816.6",782.3,"1,446.6","1,134.2","76,550.9","7,495.4","1,209.0","3,203.3","4,533.9","15,644,460.0","4,440.7","39,697.5","26,102,310.0","9,224.7","1,291,937.2","1,084.3","61,734.9","1,209.0","14,177.6","7,495.4","1,446.6","1,500.8"
,,,2015/4/30,"1,180.3","1,053.3","141,240.5",768.0,"1,429.6","1,105.8","74,963.6","7,320.9","1,180.3","3,157.4","4,426.1","15,298,990.6","4,335.0","38,906.9","25,481,597.5","9,005.4","1,265,228.0","1,053.3","60,888.7","1,180.3","14,111.2","7,320.9","1,429.6","1,496.4"
,,,2015/5/1,"1,176.0","1,047.9","141,249.2",774.8,"1,430.3","1,095.4","74,690.5","7,294.2","1,176.0","3,172.0","4,409.9","15,243,251.2","4,319.3","38,765.2","25,388,759.5","8,972.6","1,260,618.4","1,047.9","61,028.9","1,176.0","14,149.9","7,294.2","1,430.3","1,500.9"
,,,2015/5/4,"1,176.0","1,053.6","141,296.3",777.9,"1,424.8","1,098.3","74,690.5","7,301.5","1,176.0","3,190.2","4,409.9","15,263,830.4","4,319.3","38,765.2","25,435,797.4","8,972.6","1,268,967.4","1,053.6","61,267.0","1,176.0","14,159.6","7,301.5","1,424.8","1,499.4"
,,,2015/5/5,"1,197.0","1,069.9","143,646.0",788.0,"1,437.4","1,108.1","75,967.6","7,428.8","1,197.0","3,244.6","4,488.8","15,617,857.5","4,396.6","39,459.1","25,909,065.0","9,133.2","1,291,682.5","1,069.9","60,541.4","1,197.0","14,340.7","7,428.8","1,437.4","1,508.1"
,,,2015/5/6,"1,194.3","1,051.8","142,563.6",783.1,"1,429.0","1,091.1","75,867.7","7,405.2","1,194.3","3,218.5","4,479.0","15,567,048.8","4,386.5","39,792.4","25,849,541.3","9,112.2","1,289,790.0","1,051.8","60,174.5","1,194.3","14,274.9","7,405.2","1,429.0","1,489.5"
,,,2015/5/7,"1,187.0","1,054.0","141,828.7",780.8,"1,442.5","1,091.9","76,270.7","7,367.6","1,187.0","3,188.8","4,451.5","15,609,050.0","4,359.9","39,812.0","25,734,160.0","9,056.9","1,293,533.3","1,054.0","59,866.0","1,187.0","14,288.8","7,367.6","1,442.5","1,499.6"
,,,2015/5/8,"1,186.0","1,057.2","142,041.3",768.9,"1,439.2","1,100.0","75,856.6","7,364.4","1,186.0","3,186.2","4,447.6","15,566,250.0","4,356.2","39,740.5","25,712,480.0","9,049.2","1,290,723.6","1,057.2","60,388.8","1,186.0","14,165.3","7,364.4","1,439.2","1,500.7"
,,,2015/5/11,"1,189.3","1,066.5","142,632.7",764.2,"1,436.7","1,110.3","76,028.7","7,384.8","1,189.3","3,198.5","4,459.8","15,644,583.8","4,368.2","40,077.7","25,818,617.5","9,074.0","1,297,947.3","1,066.5","61,392.1","1,189.3","14,323.8","7,384.8","1,436.7","1,502.5"
,,,2015/5/12,"1,191.5","1,059.4","142,848.9",760.7,"1,429.6","1,103.0","76,452.6","7,398.3","1,191.5","3,180.2","4,468.2","15,725,417.0","4,376.4","40,296.5","25,867,465.0","9,091.2","1,305,586.1","1,059.4","59,704.3","1,191.5","14,378.1","7,398.3","1,429.6","1,493.6"
,,,2015/5/13,"1,210.5","1,066.3","144,176.6",769.7,"1,449.8","1,110.7","77,465.9","7,510.4","1,210.5","3,179.8","4,539.5","15,902,943.8","4,446.2","40,660.7","26,316,270.0","9,236.2","1,331,186.8","1,066.3","59,570.1","1,210.5","14,384.1","7,510.4","1,449.8","1,494.8"
,,,2015/5/14,"1,225.0","1,076.5","146,050.6",777.4,"1,465.2","1,121.1","77,989.6","7,596.5","1,225.0","3,185.1","4,593.9","16,093,437.5","4,499.5","41,055.9","26,698,875.0","9,346.8","1,335,739.9","1,076.5","61,434.4","1,225.0","14,466.9","7,596.5","1,465.2","1,515.6"
,,,2015/5/15,"1,220.5","1,066.8","145,605.6",772.9,"1,465.5","1,117.9","77,532.3","7,574.5","1,220.5","3,145.5","4,577.1","15,975,124.5","4,483.0","40,947.8","26,564,182.5","9,312.5","1,325,157.9","1,066.8","60,433.1","1,220.5","14,374.6","7,574.5","1,465.5","1,515.5"
,,,2015/5/18,"1,223.5","1,076.7","146,630.3",780.1,"1,484.4","1,128.0","77,881.9","7,591.0","1,223.5","3,153.6","4,588.3","16,073,119.5","4,494.0","40,779.2","26,663,123.8","9,335.4","1,328,353.9","1,076.7","60,000.7","1,223.5","14,498.1","7,591.0","1,484.4","1,527.9"
,,,2015/5/19,"1,214.3","1,091.3","146,572.0",783.3,"1,486.9","1,139.0","77,344.8","7,536.7","1,214.3","3,156.9","4,553.7","15,926,149.1","4,460.2","40,594.0","26,474,771.5","9,265.2","1,321,279.4","1,091.3","60,126.1","1,214.3","14,473.2","7,536.7","1,486.9","1,535.3"
,,,2015/5/20,"1,210.5","1,090.3","146,718.6",778.2,"1,479.8","1,136.5","77,281.3","7,509.7","1,210.5","3,121.9","4,539.4","15,948,337.5","4,446.2","40,648.6","26,401,005.0","9,236.2","1,326,526.3","1,090.3","60,403.9","1,210.5","14,361.3","7,509.7","1,479.8","1,536.8"
,,,2015/5/21,"1,205.0","1,083.5","145,991.8",769.0,"1,472.0","1,127.9","76,704.3","7,467.1","1,205.0","3,120.4","4,519.0","15,821,047.5","4,426.0","40,307.3","26,284,062.5","9,194.2","1,318,270.0","1,083.5","60,131.9","1,205.0","14,232.0","7,467.1","1,472.0","1,529.8"
,,,2015/5/22,"1,204.1","1,092.3","146,237.9",776.7,"1,479.4","1,135.2","76,499.5","7,462.5","1,204.1","3,125.2","4,515.9","15,839,933.6","4,422.7","40,156.7","26,255,397.3","9,187.3","1,312,589.1","1,092.3","60,078.6","1,204.1","14,291.2","7,462.5","1,479.4","1,538.8"
,,,2015/5/25,"1,204.1","1,092.3","146,237.9",776.7,"1,479.4","1,135.2","76,499.5","7,462.5","1,204.1","3,125.2","4,515.9","15,839,933.6","4,422.7","40,156.7","26,255,397.3","9,187.3","1,312,589.1","1,092.3","60,078.6","1,204.1","14,291.2","7,462.5","1,479.4","1,538.8"
,,,2015/5/26,"1,185.4","1,087.8","145,893.1",770.6,"1,472.2","1,125.4","75,865.6","7,354.2","1,185.4","3,126.9","4,445.4","15,659,132.7","4,354.0","40,007.3","25,871,352.9","9,044.7","1,305,125.3","1,087.8","59,978.6","1,185.4","14,289.5","7,354.2","1,472.2","1,531.2"
,,,2015/5/27,"1,185.9","1,090.4","146,778.6",773.5,"1,480.2","1,128.5","75,965.5","7,353.9","1,185.9","3,144.0","4,446.9","15,655,589.8","4,355.7","40,117.3","25,863,385.3","9,048.1","1,311,016.1","1,090.4","61,462.6","1,185.9","14,359.0","7,353.9","1,480.2","1,537.4"
,,,2015/5/28,"1,185.0","1,085.3","147,218.5",775.0,"1,481.4","1,120.7","75,632.6","7,348.4","1,185.0","3,155.1","4,443.8","15,667,477.5","4,352.6","40,041.1","25,844,850.0","9,041.6","1,310,491.4","1,085.3","62,696.6","1,185.0","14,441.6","7,348.4","1,481.4","1,551.2"
,,,2015/5/29,"1,191.4","1,086.7","147,846.8",780.8,"1,487.2","1,123.9","76,090.2","7,384.9","1,191.4","3,171.5","4,468.2","15,755,072.3","4,376.1","40,078.7","25,990,388.9","9,090.4","1,320,368.9","1,086.7","62,664.5","1,191.4","14,496.7","7,384.9","1,487.2","1,556.5"
,,,2015/6/1,"1,199.9","1,101.1","149,393.5",788.9,"1,505.0","1,135.2","76,421.6","7,438.8","1,199.9","3,215.1","4,500.0","15,865,676.5","4,407.3","40,364.6","26,178,816.1","9,155.3","1,332,128.8","1,101.1","63,954.7","1,199.9","14,706.9","7,438.8","1,505.0","1,575.7"
,,,2015/6/2,"1,192.8","1,071.8","148,032.4",778.3,"1,484.2","1,114.4","76,199.0","7,393.5","1,192.8","3,195.6","4,473.4","15,771,795.4","4,381.2","40,316.6","26,023,909.7","9,101.1","1,326,810.7","1,071.8","63,369.6","1,192.8","14,590.9","7,393.5","1,484.2","1,539.7"
,,,2015/6/3,"1,190.0","1,056.3","147,732.5",776.3,"1,481.1","1,112.7","76,058.8","7,375.1","1,190.0","3,195.0","4,462.6","15,732,990.0","4,370.9","40,091.1","25,962,825.0","9,079.8","1,314,533.4","1,056.3","64,459.0","1,190.0","14,625.4","7,375.1","1,481.1","1,525.0"
,,,2015/6/4,"1,176.0","1,042.4","146,417.9",765.5,"1,466.1","1,098.2","75,281.6","7,292.4","1,176.0","3,134.3","4,410.1","15,619,632.0","4,319.6","39,678.2","25,657,380.0","8,972.9","1,309,828.6","1,042.4","65,669.0","1,176.0","14,524.1","7,292.4","1,466.1","1,532.0"
,,,2015/6/5,"1,164.6","1,048.3","146,326.1",764.0,"1,452.8","1,102.7","74,307.3","7,224.5","1,164.6","3,113.0","4,367.4","15,460,645.4","4,277.7","39,270.3","25,402,834.3","8,886.0","1,294,045.0","1,048.3","65,937.0","1,164.6","14,647.8","7,224.5","1,452.8","1,527.0"
,,,2015/6/8,"1,172.8","1,046.7","146,998.7",767.9,"1,459.8","1,098.7","75,207.2","7,277.9","1,172.8","3,244.4","4,398.1","15,692,061.4","4,307.8","39,670.0","25,584,627.7","8,948.5","1,317,347.4","1,046.7","65,905.5","1,172.8","14,779.4","7,277.9","1,459.8","1,536.7"
,,,2015/6/9,"1,177.4","1,047.1","146,450.9",768.7,"1,451.6","1,096.5","75,282.9","7,306.6","1,177.4","3,250.1","4,415.4","15,663,539.6","4,324.7","39,713.7","25,673,204.9","8,983.6","1,317,392.6","1,047.1","65,467.1","1,177.4","14,679.1","7,306.6","1,451.6","1,534.2"
,,,2015/6/10,"1,188.5","1,051.5","145,799.2",764.7,"1,457.4","1,103.8","75,867.9","7,376.0","1,188.5","3,257.0","4,456.9","15,821,906.3","4,365.4","40,004.9","25,912,271.3","9,068.3","1,317,155.1","1,051.5","64,208.1","1,188.5","14,662.5","7,376.0","1,457.4","1,533.0"
,,,2015/6/11,"1,178.5","1,049.0","145,739.2",760.4,"1,450.1","1,103.0","75,400.4","7,314.4","1,178.5","3,195.4","4,419.5","15,698,209.3","4,328.6","39,762.6","25,679,515.0","8,992.0","1,306,720.6","1,049.0","64,555.3","1,178.5","14,596.7","7,314.4","1,450.1","1,526.7"
,,,2015/6/12,"1,182.8","1,049.7","145,815.6",759.7,"1,455.0","1,095.8","75,850.0","7,342.9","1,182.8","3,218.2","4,435.6","15,772,044.0","4,344.5","39,919.5","25,785,035.7","9,024.8","1,318,230.4","1,049.7","65,261.0","1,182.8","14,676.4","7,342.9","1,455.0","1,528.3"
,,,2015/6/15,"1,181.4","1,049.8","145,891.1",760.0,"1,457.3","1,104.8","75,724.8","7,335.3","1,181.4","3,234.3","4,430.4","15,753,967.7","4,339.3","39,848.6","25,757,471.4","9,014.1","1,320,037.0","1,049.8","64,398.7","1,181.4","14,662.7","7,335.3","1,457.3","1,521.2"
,,,2015/6/16,"1,177.8","1,048.3","145,375.6",753.8,"1,452.5","1,097.0","75,711.7","7,311.9","1,177.8","3,221.7","4,416.7","15,726,495.8","4,325.9","39,678.4","25,677,894.4","8,986.3","1,317,313.4","1,048.3","63,641.2","1,177.8","14,596.3","7,311.9","1,452.5","1,518.8"
,,,2015/6/17,"1,178.0","1,048.7","146,366.5",749.8,"1,451.2","1,095.4","75,580.5","7,314.9","1,178.0","3,224.2","4,417.6","15,746,915.0","4,326.9","39,692.7","25,683,345.0","8,988.2","1,316,827.1","1,048.7","63,812.6","1,178.0","14,630.6","7,314.9","1,451.2","1,536.6"
,,,2015/6/18,"1,201.9","1,054.0","147,809.5",756.9,"1,465.8","1,103.3","76,681.0","7,460.5","1,201.9","3,261.5","4,507.1","15,990,612.3","4,414.5","40,406.2","26,212,345.3","9,170.2","1,330,628.0","1,054.0","64,315.5","1,201.9","14,671.0","7,460.5","1,465.8","1,535.8"
,,,2015/6/19,"1,203.4","1,062.2","147,729.4",757.6,"1,478.1","1,110.0","76,476.1","7,472.5","1,203.4","3,244.5","4,512.9","16,043,125.8","4,419.9","40,530.5","26,240,134.9","9,182.0","1,332,223.6","1,062.2","65,263.4","1,203.4","14,625.7","7,472.5","1,478.1","1,551.7"
,,,2015/6/22,"1,185.5","1,040.2","146,071.4",749.5,"1,455.9","1,087.9","75,317.8","7,361.4","1,185.5","3,158.5","4,445.7","15,779,005.0","4,354.0","39,874.3","25,849,827.5","9,045.4","1,302,686.5","1,040.2","63,861.9","1,185.5","14,342.8","7,361.4","1,455.9","1,528.2"
